nct,interv,int_type,intervn,cnt1_int,cnt2_int_type
NCT00175019,Drug: Allopurinol,Drug, Allopurinol,3,3
NCT00176202,Drug: Divalproex Sodium,Drug, Divalproex Sodium,2,2
NCT00176202,Drug: risperidone,Drug, risperidone,2,2
NCT00176228,Drug: Lamotrigine,Drug, Lamotrigine,1,1
NCT00176254,Radiation: Radiotherapy,Radiation, Radiotherapy,3,1
NCT00176254,Drug: Paclitaxel,Drug, Paclitaxel,3,2
NCT00176254,Drug: Carboplatin,Drug, Carboplatin,3,2
NCT00176306,Drug: Levofloxacin 750 mg IV,Drug, Levofloxacin 750 mg IV,1,1
NCT00176462,Drug: aminopterin,Drug, aminopterin,12,12
NCT00176462,Drug: L-asparaginase,Drug, L-asparaginase,12,12
NCT00176462,Drug: cyclophosphamide,Drug, cyclophosphamide,12,12
NCT00176462,Drug: cytarabine,Drug, cytarabine,12,12
NCT00176462,Drug: daunomycin,Drug, daunomycin,12,12
NCT00176462,Drug: dexamethasone,Drug, dexamethasone,12,12
NCT00176462,Drug: 6-mercaptopurine,Drug, 6-mercaptopurine,12,12
NCT00176462,Drug: methotrexate,Drug, methotrexate,12,12
NCT00176462,Drug: 6-thioguanine,Drug, 6-thioguanine,12,12
NCT00176462,Drug: vincristine,Drug, vincristine,12,12
NCT00176462,"Drug: Triple Intrathecal Therapy (MTX, Cytarabine, Hydrocortisone)",Drug," Triple Intrathecal Therapy (MTX, Cytarabine, Hydrocortisone)",12,12
NCT00176462,Drug: Leucovorin,Drug, Leucovorin,12,12
NCT00176488,Drug: epirubicin,Drug, epirubicin,2,2
NCT00176488,Drug: vinorelbine,Drug, vinorelbine,2,2
NCT00176605,Drug: Etoposide,Drug, Etoposide,2,2
NCT00176605,Drug: Cyclophosphamide,Drug, Cyclophosphamide,2,2
NCT00176631,Dietary Supplement: licorice root extract,Dietary Supplement, licorice root extract,2,1
NCT00176631,Drug: docetaxel,Drug, docetaxel,2,1
NCT00176644,Drug: Transdermal Estradiol,Drug, Transdermal Estradiol,1,1
NCT00176826,Procedure: Stem Cell Transplant,Procedure, Stem Cell Transplant,2,1
NCT00176826,Drug: Myeloablative conditioning regimen,Drug, Myeloablative conditioning regimen,2,1
NCT00176839,Procedure: Stem Cell Transplant,Procedure, Stem Cell Transplant,6,1
NCT00176839,Drug: Busulfan,Drug, Busulfan,6,5
NCT00176839,Drug: Cyclophosphamide,Drug, Cyclophosphamide,6,5
NCT00176839,Drug: Melphalan,Drug, Melphalan,6,5
NCT00176839,Drug: G-CSF,Drug, G-CSF,6,5
NCT00176839,Drug: ATG,Drug, ATG,6,5
NCT00176878,Procedure: Stem cell transplant,Procedure, Stem cell transplant,5,2
NCT00176878,Drug: Fludarabine monophosphate,Drug, Fludarabine monophosphate,5,2
NCT00176878,Procedure: Total lymphoid irradiation,Procedure, Total lymphoid irradiation,5,2
NCT00176878,Drug: Busulfan,Drug, Busulfan,5,2
NCT00176878,Biological: anti-thymocyte globulin,Biological, anti-thymocyte globulin,5,1
NCT00176904,Procedure: Stem Cell Transplant,Procedure, Stem Cell Transplant,2,1
NCT00176904,"Drug: Busulfan, Cyclophosphamide, Antithymocyte Globulin",Drug," Busulfan, Cyclophosphamide, Antithymocyte Globulin",2,1
NCT00176917,Procedure: Stem Cell Transplant,Procedure, Stem Cell Transplant,2,1
NCT00176917,"Drug: Busulfan, Cyclophosphamide, ATG",Drug," Busulfan, Cyclophosphamide, ATG",2,1
NCT00177164,Drug: Injectable Risperidone (Consta) or oral antipsychotic,Drug, Injectable Risperidone (Consta) or oral antipsychotic,1,1
NCT00177255,Drug: Docetaxel,Drug, Docetaxel,2,2
NCT00177255,Drug: Capecitabine,Drug, Capecitabine,2,2
NCT00177294,Drug: Escitalopram,Drug, Escitalopram,3,1
NCT00177294,Behavioral: Interpersonal Psychotherapy,Behavioral, Interpersonal Psychotherapy,3,2
NCT00177294,Behavioral: Clinical Monitoring,Behavioral, Clinical Monitoring,3,2
NCT00177671,Drug: Escitalopram,Drug, Escitalopram,5,5
NCT00177671,Drug: Donepezil,Drug, Donepezil,5,5
NCT00177671,Drug: Venlafaxine,Drug, Venlafaxine,5,5
NCT00177671,Drug: Placebo,Drug, Placebo,5,5
NCT00177671,Drug: Duloxetine,Drug, Duloxetine,5,5
NCT00178178,Device: Breg Pain Care 3000 Catheter,Device, Breg Pain Care 3000 Catheter,3,1
NCT00178178,Drug: Bupivicaine 0.5%,Drug, Bupivicaine 0.5%,3,2
NCT00178178,Drug: Placebo,Drug, Placebo,3,2
NCT00178256,Drug: Paclitaxel,Drug, Paclitaxel,2,1
NCT00178256,Procedure: Radiation Therapy,Procedure, Radiation Therapy,2,1
NCT00178464,Drug: aspirin,Drug, aspirin,1,1
NCT00178503,Drug: Methylphenidate-extended release,Drug, Methylphenidate-extended release,3,2
NCT00178503,Drug: Methylphenidate-immediate release,Drug, Methylphenidate-immediate release,3,2
NCT00178503,Other: Placebo,Other, Placebo,3,1
NCT00178841,Drug: Rosiglitazone and Bexarotene,Drug, Rosiglitazone and Bexarotene,1,1
NCT00178919,Drug: L-NMMA,Drug, L-NMMA,2,2
NCT00178919,Drug: Trimethaphan,Drug, Trimethaphan,2,2
NCT00179309,Drug: Docetaxel,Drug, Docetaxel,4,1
NCT00179309,Biological: PANVAC-V,Biological, PANVAC-V,4,3
NCT00179309,Biological: PANVAC-F,Biological, PANVAC-F,4,3
NCT00179309,Biological: Sargramostim,Biological, Sargramostim,4,3
NCT00179621,Drug: Lenalidomide 5 mg,Drug, Lenalidomide 5 mg,3,3
NCT00179621,Drug: Lenalidomide 10 mg,Drug, Lenalidomide 10 mg,3,3
NCT00179621,Drug: Placebo,Drug, Placebo,3,3
NCT00179647,Drug: lenalidomide,Drug, lenalidomide,2,2
NCT00179647,Drug: dexamethasone,Drug, dexamethasone,2,2
NCT00179660,Drug: Lenalidomide,Drug, Lenalidomide,1,1
NCT00179673,Drug: Lenalidomide,Drug, Lenalidomide,1,1
NCT00179959,Drug: Sodium hypochlorite (bleach) baths,Drug, Sodium hypochlorite (bleach) baths,4,4
NCT00179959,Drug: Mupirocin ointment,Drug, Mupirocin ointment,4,4
NCT00179959,Drug: Water,Drug, Water,4,4
NCT00179959,Drug: Petrolatum Ointment,Drug, Petrolatum Ointment,4,4
NCT00180687,Drug: Nebulised Bupivacaine intraperitoneally,Drug, Nebulised Bupivacaine intraperitoneally,4,3
NCT00180687,Drug: Normal Saline,Drug, Normal Saline,4,3
NCT00180687,Drug: Injected Bupivacaine intraperitoneally,Drug, Injected Bupivacaine intraperitoneally,4,3
NCT00180687,Other: No Intraperitoneal Therapeutics,Other, No Intraperitoneal Therapeutics,4,1
NCT00181155,Drug: Allopurinol,Drug, Allopurinol,2,2
NCT00181155,Drug: Placebo,Drug, Placebo,2,2
NCT00181610,Drug: Recombinant Human Prolactin,Drug, Recombinant Human Prolactin,3,1
NCT00181610,Biological: Recombinant human prolactin,Biological, Recombinant human prolactin,3,2
NCT00181610,Biological: Normal Saline,Biological, Normal Saline,3,2
NCT00181623,Drug: Recombinant Human Prolactin,Drug, Recombinant Human Prolactin,1,1
NCT00181714,Drug: methylphenidate HCl (Concerta),Drug, methylphenidate HCl (Concerta),1,1
NCT00181766,Drug: Strattera (atomoxetine),Drug, Strattera (atomoxetine),1,1
NCT00181844,Drug: lamotrigine,Drug, lamotrigine,1,1
NCT00181883,Drug: quetiapine,Drug, quetiapine,1,1
NCT00182000,Drug: seromycin,Drug, seromycin,2,1
NCT00182000,Behavioral: Behavior Therapy,Behavioral, Behavior Therapy,2,1
NCT00182078,Drug: Placebo,Drug, Placebo,2,2
NCT00182078,Drug: Sertraline,Drug, Sertraline,2,2
NCT00182091,Drug: Recombinant human growth hormone,Drug, Recombinant human growth hormone,2,2
NCT00182091,Drug: Saline,Drug, Saline,2,2
NCT00182637,Drug: bortezomib,Drug, bortezomib,1,1
NCT00182689,Drug: sorafenib tosylate,Drug, sorafenib tosylate,1,1
NCT00183092,Drug: Quinacrine,Drug, Quinacrine,2,2
NCT00183092,Drug: Placebo,Drug, Placebo,2,2
NCT00183196,Drug: Naltrexone,Drug, Naltrexone,3,2
NCT00183196,Drug: Naltrexone plus Gabapentin,Drug, Naltrexone plus Gabapentin,3,2
NCT00183196,Other: Inactive Placebo,Other, Inactive Placebo,3,1
NCT00183248,Drug: Alemtuzumab,Drug, Alemtuzumab,6,4
NCT00183248,Drug: Mycophenolate mofetil,Drug, Mycophenolate mofetil,6,4
NCT00183248,Drug: Sirolimus,Drug, Sirolimus,6,4
NCT00183248,Drug: Tacrolimus,Drug, Tacrolimus,6,4
NCT00183248,Procedure: Donor bone marrow stem cell infusion,Procedure, Donor bone marrow stem cell infusion,6,2
NCT00183248,Procedure: Kidney transplant,Procedure, Kidney transplant,6,2
NCT00183339,Drug: Fluoxetine,Drug, Fluoxetine,2,2
NCT00183339,Drug: Placebo,Drug, Placebo,2,2
NCT00183430,Drug: Prazosin,Drug, Prazosin,3,2
NCT00183430,Drug: Placebo,Drug, Placebo,3,2
NCT00183430,Behavioral: Psychotherapy,Behavioral, Psychotherapy,3,1
NCT00183469,Drug: Lamotrigine,Drug, Lamotrigine,3,3
NCT00183469,Drug: Divalproex (DIV) ER,Drug, Divalproex (DIV) ER,3,3
NCT00183469,Drug: Placebo,Drug, Placebo,3,3
NCT00183625,Behavioral: Individual Placement and Support (Supported Employment),Behavioral, Individual Placement and Support (Supported Employment),4,2
NCT00183625,Behavioral: Social Skills Training,Behavioral, Social Skills Training,4,2
NCT00183625,Drug: Olanzapine,Drug, Olanzapine,4,2
NCT00183625,Drug: Risperidone,Drug, Risperidone,4,2
NCT00183794,Drug: Docetaxel and Gemcitabine,Drug, Docetaxel and Gemcitabine,1,1
NCT00183963,Drug: Tamoxifen,Drug, Tamoxifen,3,3
NCT00183963,Drug: Fulvestrant,Drug, Fulvestrant,3,3
NCT00183963,Drug: Fulvestrant,Drug, Fulvestrant,3,3
NCT00184028,Drug: Taxotere,Drug, Taxotere,2,2
NCT00184028,Drug: Oxaliplatin,Drug, Oxaliplatin,2,2
NCT00184054,Drug: Arsenic Trioxide (ATO),Drug, Arsenic Trioxide (ATO),2,2
NCT00184054,Drug: Ascorbic Acid,Drug, Ascorbic Acid,2,2
NCT00184548,Drug: eptacog alfa (activated),Drug, eptacog alfa (activated),2,2
NCT00184548,Drug: placebo,Drug, placebo,2,2
NCT00184600,Drug: biphasic insulin aspart,Drug, biphasic insulin aspart,3,3
NCT00184600,Drug: insulin detemir,Drug, insulin detemir,3,3
NCT00184600,Drug: insulin aspart,Drug, insulin aspart,3,3
NCT00184717,Drug: somatropin,Drug, somatropin,4,4
NCT00184717,Drug: somatropin,Drug, somatropin,4,4
NCT00184717,Drug: somatropin,Drug, somatropin,4,4
NCT00184717,Drug: somatropin,Drug, somatropin,4,4
NCT00185211,"Drug: Interferon beta-1b (Betaseron, BAY86-5046)",Drug," Interferon beta-1b (Betaseron, BAY86-5046)",2,2
NCT00185211,"Drug: Interferon beta-1b (Betaseron, BAY86-5046)",Drug," Interferon beta-1b (Betaseron, BAY86-5046)",2,2
NCT00185380,"Drug: Levonorgestrel IUS (BAY86-5028, G04209B)",Drug," Levonorgestrel IUS (BAY86-5028, G04209B)",3,3
NCT00185380,"Drug: Levonorgestrel IUS (BAY86-5028, G04209C)",Drug," Levonorgestrel IUS (BAY86-5028, G04209C)",3,3
NCT00185380,"Drug: Levonorgestrel IUS (Mirena, BAY86-5028)",Drug," Levonorgestrel IUS (Mirena, BAY86-5028)",3,3
NCT00185458,Drug: LNG IUS,Drug, LNG IUS,1,1
NCT00185588,Drug: Vatalanib,Drug, Vatalanib,2,2
NCT00185588,Drug: Gemcitabine,Drug, Gemcitabine,2,2
NCT00185965,Drug: CPG 7909,Drug, CPG 7909,1,1
NCT00186875,"Drug: Etoposide, cytarabine, vincristine, dexamethasone",Drug," Etoposide, cytarabine, vincristine, dexamethasone",7,4
NCT00186875,"Drug: methotrexate, teniposide, PEG-asparaginase",Drug," methotrexate, teniposide, PEG-asparaginase",7,4
NCT00186875,"Drug: mitoxantrone, cyclophosphamide, mercaptopurine, vinblastine",Drug," mitoxantrone, cyclophosphamide, mercaptopurine, vinblastine",7,4
NCT00186875,"Drug: L-asparaginase, erwinia asparaginase",Drug," L-asparaginase, erwinia asparaginase",7,4
NCT00186875,"Procedure: chemotherapy, intrathecal chemotherapy, steroid therapy",Procedure," chemotherapy, intrathecal chemotherapy, steroid therapy",7,3
NCT00186875,Procedure: Hematopoietic Stem Cell Transplant,Procedure, Hematopoietic Stem Cell Transplant,7,3
NCT00186875,Procedure: Natural Killer (NK) Cell Transplant,Procedure, Natural Killer (NK) Cell Transplant,7,3
NCT00186888,Procedure: Enucleation,Procedure, Enucleation,10,3
NCT00186888,"Drug: Vincristine, Carboplatin",Drug," Vincristine, Carboplatin",10,5
NCT00186888,Procedure: Focal Therapies,Procedure, Focal Therapies,10,3
NCT00186888,Radiation: External Beam Radiation,Radiation, External Beam Radiation,10,1
NCT00186888,Drug: Vincristine + Topotecan,Drug, Vincristine + Topotecan,10,5
NCT00186888,Drug: Vincristine + Carboplatin + Etoposide,Drug, Vincristine + Carboplatin + Etoposide,10,5
NCT00186888,Drug: Vincristine + Cyclophosphamide + Doxorubicin,Drug, Vincristine + Cyclophosphamide + Doxorubicin,10,5
NCT00186888,Drug: Vincristine+Carboplatin+Etoposide,Drug, Vincristine+Carboplatin+Etoposide,10,5
NCT00186888,Procedure: Periocular carboplatin,Procedure, Periocular carboplatin,10,3
NCT00186888,Other: G-CSF,Other, G-CSF,10,1
NCT00186901,"Drug: Calcium carbonate (Tums), vitamin D",Drug," Calcium carbonate (Tums), vitamin D",2,1
NCT00186901,Other: Placebo,Other, Placebo,2,1
NCT00187096,"Drug: Cyclophosphamide, Fludarabine, Clofarabine, Etoposide, Interleukin-2",Drug," Cyclophosphamide, Fludarabine, Clofarabine, Etoposide, Interleukin-2",3,1
NCT00187096,Procedure: Natural Killer Cell Infusion,Procedure, Natural Killer Cell Infusion,3,1
NCT00187096,Device: CliniMACS System,Device, CliniMACS System,3,1
NCT00187135,Drug: Fentanyl,Drug, Fentanyl,4,4
NCT00187135,Drug: EMLA,Drug, EMLA,4,4
NCT00187135,Drug: L.M.X4,Drug, L.M.X4,4,4
NCT00187135,Drug: Propofol,Drug, Propofol,4,4
NCT00187486,Drug: Tarceva,Drug, Tarceva,3,2
NCT00187486,Drug: Temodar,Drug, Temodar,3,2
NCT00187486,Procedure: Radiation Therapy,Procedure, Radiation Therapy,3,1
NCT00187655,Drug: Cefotaxime,Drug, Cefotaxime,1,1
NCT00187681,Drug: Metformin,Drug, Metformin,1,1
NCT00187720,Drug: Metformin,Drug, Metformin,1,1
NCT00187889,Drug: Eplerenone,Drug, Eplerenone,2,2
NCT00187889,Drug: Placebo or sugar pill,Drug, Placebo or sugar pill,2,2
NCT00189098,Drug: Sulfamethoxazole-trimethoprim,Drug, Sulfamethoxazole-trimethoprim,2,2
NCT00189098,Drug: Placebo,Drug, Placebo,2,2
NCT00189137,Drug: ifosfamide and doxorubicin vs gemcitabine and docetaxel,Drug, ifosfamide and doxorubicin vs gemcitabine and docetaxel,1,1
NCT00189306,Drug: Imiquimod 5% cream,Drug, Imiquimod 5% cream,1,1
NCT00189436,Drug: Nebulized Budesonide,Drug, Nebulized Budesonide,2,2
NCT00189436,Drug: Usual care (albuterol with or without oral steroid),Drug, Usual care (albuterol with or without oral steroid),2,2
NCT00189462,Drug: Montelukast,Drug, Montelukast,1,1
NCT00189475,Drug: Montelukast,Drug, Montelukast,1,1
NCT00189488,Drug: Palifermin,Drug, Palifermin,5,3
NCT00189488,Drug: Placebo,Drug, Placebo,5,3
NCT00189488,Other: Conditioning Regimen,Other, Conditioning Regimen,5,1
NCT00189488,Procedure: Allogeneic stem cell transplant,Procedure, Allogeneic stem cell transplant,5,1
NCT00189488,Drug: Methotrexate,Drug, Methotrexate,5,3
NCT00190671,Drug: pemetrexed,Drug, pemetrexed,3,3
NCT00190671,Drug: cyclophosphamide,Drug, cyclophosphamide,3,3
NCT00190671,Drug: pemetrexed,Drug, pemetrexed,3,3
NCT00190684,Drug: atomoxetine,Drug, atomoxetine,1,1
NCT00190749,Drug: olanzapine,Drug, olanzapine,2,2
NCT00190749,Drug: risperidone,Drug, risperidone,2,2
NCT00190775,Drug: Atomoxetine Hydrochloride,Drug, Atomoxetine Hydrochloride,2,2
NCT00190775,Drug: Placebo,Drug, Placebo,2,2
NCT00190983,Drug: Pemetrexed,Drug, Pemetrexed,1,1
NCT00191100,Drug: Gemcitabine,Drug, Gemcitabine,4,2
NCT00191100,Drug: Cisplatin,Drug, Cisplatin,4,2
NCT00191100,Radiation: Brachytherapy,Radiation, Brachytherapy,4,2
NCT00191100,Radiation: Pelvic radiation,Radiation, Pelvic radiation,4,2
NCT00191113,Drug: Somatropin,Drug, Somatropin,3,3
NCT00191113,Drug: Ethinyl estradiol,Drug, Ethinyl estradiol,3,3
NCT00191113,Drug: Medroxyprogesterone acetate,Drug, Medroxyprogesterone acetate,3,3
NCT00191139,Drug: gemcitabine,Drug, gemcitabine,5,4
NCT00191139,Drug: docetaxel,Drug, docetaxel,5,4
NCT00191139,Drug: cisplatin,Drug, cisplatin,5,4
NCT00191139,Drug: etoposide,Drug, etoposide,5,4
NCT00191139,Radiation: radiation therapy,Radiation, radiation therapy,5,1
NCT00191152,Drug: gemcitabine,Drug, gemcitabine,3,3
NCT00191152,Drug: docetaxel,Drug, docetaxel,3,3
NCT00191152,Drug: capecitabine,Drug, capecitabine,3,3
NCT00191165,Drug: Somatropin,Drug, Somatropin,2,2
NCT00191165,Drug: Somatropin,Drug, Somatropin,2,2
NCT00191191,Drug: Pemetrexed 500 mg/m2,Drug, Pemetrexed 500 mg/m2,2,2
NCT00191191,Drug: Pemetrexed 1000 mg/m2,Drug, Pemetrexed 1000 mg/m2,2,2
NCT00191269,Drug: gemcitabine,Drug, gemcitabine,2,2
NCT00191269,Drug: gemcitabine,Drug, gemcitabine,2,2
NCT00191282,Drug: Insulin lispro,Drug, Insulin lispro,5,5
NCT00191282,Drug: Human insulin isophane suspension (NPH),Drug, Human insulin isophane suspension (NPH),5,5
NCT00191282,Drug: Insulin glargine,Drug, Insulin glargine,5,5
NCT00191282,Drug: Human insulin isophane suspension,Drug, Human insulin isophane suspension,5,5
NCT00191282,Drug: Human insulin 30/70,Drug, Human insulin 30/70,5,5
NCT00191308,Drug: pemetrexed,Drug, pemetrexed,3,2
NCT00191308,Drug: cisplatin,Drug, cisplatin,3,2
NCT00191308,Procedure: Radical Non-Small Cell Lung Cancer (NSCLC) surgery,Procedure, Radical Non-Small Cell Lung Cancer (NSCLC) surgery,3,1
NCT00191334,Drug: gemcitabine,Drug, gemcitabine,2,2
NCT00191334,Drug: cisplatin,Drug, cisplatin,2,2
NCT00191386,Drug: Atomoxetine hydrochloride,Drug, Atomoxetine hydrochloride,1,1
NCT00191451,Drug: Gemcitabine,Drug, Gemcitabine,3,3
NCT00191451,Drug: Carboplatin,Drug, Carboplatin,3,3
NCT00191451,Drug: Herceptin,Drug, Herceptin,3,3
NCT00191477,Drug: Gemcitabine,Drug, Gemcitabine,2,2
NCT00191477,Drug: Placebo,Drug, Placebo,2,2
NCT00191646,Drug: Gemcitabine,Drug, Gemcitabine,3,3
NCT00191646,Drug: Paclitaxel,Drug, Paclitaxel,3,3
NCT00191646,Drug: Carboplatin,Drug, Carboplatin,3,3
NCT00191724,Drug: Drotrecogin Alfa (Activated),Drug, Drotrecogin Alfa (Activated),6,6
NCT00191724,Drug: Enoxaparin,Drug, Enoxaparin,6,6
NCT00191724,Drug: Placebo,Drug, Placebo,6,6
NCT00191724,Drug: Drotrecogin Alfa (Activated),Drug, Drotrecogin Alfa (Activated),6,6
NCT00191724,Drug: Drotrecogin Alfa (Activated),Drug, Drotrecogin Alfa (Activated),6,6
NCT00191724,Drug: Drotrecogin Alfa (Activated),Drug, Drotrecogin Alfa (Activated),6,6
NCT00191789,Drug: gemcitabine,Drug, gemcitabine,4,3
NCT00191789,Drug: doxorubicin,Drug, doxorubicin,4,3
NCT00191789,Drug: cisplatin,Drug, cisplatin,4,3
NCT00191789,Procedure: surgery,Procedure, surgery,4,1
NCT00191815,Drug: Gemcitabine,Drug, Gemcitabine,2,2
NCT00191815,Drug: cisplatin,Drug, cisplatin,2,2
NCT00191854,Drug: gemcitabine,Drug, gemcitabine,4,4
NCT00191854,Drug: paclitaxel,Drug, paclitaxel,4,4
NCT00191854,Drug: carboplatin,Drug, carboplatin,4,4
NCT00191854,Drug: cisplatin,Drug, cisplatin,4,4
NCT00191906,Drug: Atomoxetine Hydrochloride,Drug, Atomoxetine Hydrochloride,2,2
NCT00191906,Drug: placebo,Drug, placebo,2,2
NCT00191945,Drug: Atomoxetine Hydrochloride,Drug, Atomoxetine Hydrochloride,2,2
NCT00191945,Drug: placebo,Drug, placebo,2,2
NCT00191984,Drug: pemetrexed,Drug, pemetrexed,2,2
NCT00191984,Drug: irinotecan,Drug, irinotecan,2,2
NCT00192023,Drug: atomoxetine 0.5 mg/kg/day,Drug, atomoxetine 0.5 mg/kg/day,4,4
NCT00192023,Drug: placebo,Drug, placebo,4,4
NCT00192023,Drug: atomoxetine 1.2 mg/kg/day,Drug, atomoxetine 1.2 mg/kg/day,4,4
NCT00192023,Drug: atomoxetine 1.2-1.4 mg/kg/day,Drug, atomoxetine 1.2-1.4 mg/kg/day,4,4
NCT00192036,Drug: gemcitabine,Drug, gemcitabine,3,2
NCT00192036,Drug: cisplatin,Drug, cisplatin,3,2
NCT00192036,Radiation: radiation,Radiation, radiation,3,1
NCT00192075,Drug: Gemcitabine,Drug, Gemcitabine,4,4
NCT00192075,Drug: avastin,Drug, avastin,4,4
NCT00192075,Drug: 5FU/folinic acid,Drug, 5FU/folinic acid,4,4
NCT00192075,Drug: oxaliplatin,Drug, oxaliplatin,4,4
NCT00193037,Drug: Liposomal Doxorubicin,Drug, Liposomal Doxorubicin,2,2
NCT00193037,Drug: Docetaxel,Drug, Docetaxel,2,2
NCT00193050,Drug: Gemcitabine,Drug, Gemcitabine,3,3
NCT00193050,Drug: Epirubicin,Drug, Epirubicin,3,3
NCT00193050,Drug: Docetaxel,Drug, Docetaxel,3,3
NCT00193063,Drug: Trastuzumab,Drug, Trastuzumab,2,2
NCT00193063,Drug: Gemcitabine,Drug, Gemcitabine,2,2
NCT00193128,Drug: Oxaliplatin,Drug, Oxaliplatin,4,3
NCT00193128,Drug: Docetaxel,Drug, Docetaxel,4,3
NCT00193128,Drug: Capecitabine,Drug, Capecitabine,4,3
NCT00193128,Radiation: Radiation therapy,Radiation, Radiation therapy,4,1
NCT00193180,Drug: Imatinib,Drug, Imatinib,2,2
NCT00193180,Drug: Docetaxel,Drug, Docetaxel,2,2
NCT00193206,Drug: Gemcitabine,Drug, Gemcitabine,3,3
NCT00193206,Drug: Epirubicin,Drug, Epirubicin,3,3
NCT00193206,Drug: Albumin-bound Paclitaxel,Drug, Albumin-bound Paclitaxel,3,3
NCT00193219,Drug: Bevacizumab,Drug, Bevacizumab,5,5
NCT00193219,Drug: Cetuximab,Drug, Cetuximab,5,5
NCT00193219,Drug: 5-fluorouracil,Drug, 5-fluorouracil,5,5
NCT00193219,Drug: Leucovorin,Drug, Leucovorin,5,5
NCT00193219,Drug: Oxaliplatin,Drug, Oxaliplatin,5,5
NCT00193258,Drug: Bevacizumab,Drug, Bevacizumab,3,3
NCT00193258,Drug: Erlotinib,Drug, Erlotinib,3,3
NCT00193258,Drug: Imatinib,Drug, Imatinib,3,3
NCT00193375,Drug: Irinotecan,Drug, Irinotecan,4,3
NCT00193375,Drug: Carboplatin,Drug, Carboplatin,4,3
NCT00193375,Drug: Bevacizumab,Drug, Bevacizumab,4,3
NCT00193375,Radiation: Radiation,Radiation, Radiation,4,1
NCT00193414,Drug: Pemetrexed,Drug, Pemetrexed,2,2
NCT00193414,Drug: Gemcitabine,Drug, Gemcitabine,2,2
NCT00193427,Drug: Docetaxel,Drug, Docetaxel,4,3
NCT00193427,Drug: Gemcitabine,Drug, Gemcitabine,4,3
NCT00193427,Drug: Carboplatin,Drug, Carboplatin,4,3
NCT00193427,Radiation: Radiation,Radiation, Radiation,4,1
NCT00193453,Drug: Gemcitabine,Drug, Gemcitabine,3,3
NCT00193453,Drug: Docetaxel,Drug, Docetaxel,3,3
NCT00193453,Drug: Cetuximab,Drug, Cetuximab,3,3
NCT00193479,Drug: Cyclophosphamide,Drug, Cyclophosphamide,5,5
NCT00193479,Drug: Mitoxantrone,Drug, Mitoxantrone,5,5
NCT00193479,Drug: Vincristine,Drug, Vincristine,5,5
NCT00193479,Drug: Prednisone,Drug, Prednisone,5,5
NCT00193479,Drug: Rituximab,Drug, Rituximab,5,5
NCT00193492,Drug: Bevacizumab,Drug, Bevacizumab,2,2
NCT00193492,Drug: Rituximab,Drug, Rituximab,2,2
NCT00193596,Drug: Etoposide,Drug, Etoposide,5,5
NCT00193596,Drug: Gemcitabine,Drug, Gemcitabine,5,5
NCT00193596,Drug: Irinotecan,Drug, Irinotecan,5,5
NCT00193596,Drug: Paclitaxel,Drug, Paclitaxel,5,5
NCT00193596,Drug: Carboplatin,Drug, Carboplatin,5,5
NCT00193609,Drug: Oxaliplatin,Drug, Oxaliplatin,2,2
